"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 03 20:28:54 CST 2022","Wed Aug 03 20:29:02 CST 2022","8150","testcase","test_PlayStreamer","TestPlayStreamer","","","case14：结束游戏功能测试",""
